Species
Imleria_badia
Irpex_lacteus
Issatchenkia_orientalis
Kluyveromyces_lactis
Kluyveromyces_marxianus
Kodamaea_ohmeri
Lachancea_thermotolerans
Lactarius_deliciosus
Lactarius_hatsudake
Laetiporus_sulphureus
Lasiodiplodia_pseudotheobromae
Lasiodiplodia_theobromae
Lecanicillium_fungicola
Lentinula_edodes
Leucostoma_persoonii
Leveillula_taurica
Lophodermium_nitens
Lophodermium_pinastri
Lycoperdon_perlatum
Macrocybe_gigantea
Macrophomina_phaseolina
Malassezia_furfur
Malassezia_globosa
Malassezia_pachydermatis
Malassezia_sympodialis
Marquandomyces_marquandii
Metacordyceps_chlamydosporia
Metarhizium_anisopliae
Metarhizium_robertsii
Meyerozyma_caribbica
Meyerozyma_guilliermondii
Microascus_brevicaulis
Microsphaeropsis_arundinis
Microsporum_canis
Monilinia_fructicola
Moniliophthora_perniciosa
Morchella_esculenta
Mrakia_frigida
Mycosphaerella_musicola
Mycosphaerella_nubilosa
Naganishia_adeliensis
Naganishia_albida
Nannizzia_gypsea
Nemania_diffusa
Nemania_serpens
Neocosmospora_falciformis
Neofabraea_vagabunda
Neofusicoccum_australe
Neofusicoccum_luteum
Neofusicoccum_parvum
Neofusicoccum_ribis
Neopestalotiopsis_clavispora
Neopseudocercosporella_capsellae
Neoscytalidium_dimidiatum
Nigrospora_oryzae
Ophiocordyceps_sinensis
Papiliotrema_flavescens
Papiliotrema_laurentii
Paramyrothecium_roridum
Paraphaeosphaeria_sporulosa
Paraphoma_chrysanthemicola
Parengyodontium_album
Parmelina_tiliacea
Parmotrema_reticulatum
Paxillus_involutus
Peltigera_leucophlebia
Penicillium_aurantiogriseum
Penicillium_bialowiezense
Penicillium_brevicompactum
Penicillium_canescens
Penicillium_chrysogenum
Penicillium_citreonigrum
Penicillium_citrinum
Penicillium_commune
Penicillium_corylophilum
Penicillium_digitatum
Penicillium_expansum
Penicillium_glabrum
Penicillium_griseofulvum
Penicillium_oxalicum
Penicillium_polonicum
Penicillium_roseopurpureum
Penicillium_rubens
Penicillium_sclerotiorum
Penicillium_simplicissimum
Penicillium_solitum
Penicillium_spinulosum
Periconia_macrospinosa
Peroneutypa_scoparia
Pestalotiopsis_microspora
Pezoloma_ericae
Phaeomoniella_chlamydospora
Phakopsora_pachyrhizi
Phanerochaete_sordida
Phellinus_noxius
Phialocephala_fortinii
Phlebopus_portentosus
Phoma_herbarum
Phomopsis_asparagi
Phomopsis_longicolla
Phomopsis_phaseoli
Phomopsis_velata
Phyllosticta_capitalensis
Phyllosticta_citricarpa
Pichia_fermentans
Pichia_kluyveri
Pichia_membranifaciens
Pisolithus_albus
Plectosphaerella_cucumerina
Pleurostoma_richardsiae
Pleurotus_djamor
Pleurotus_eryngii
Pleurotus_ostreatus
Pleurotus_pulmonarius
Podosphaera_xanthii
Pseudallescheria_boydii
Pseudephebe_minuscula
Pseudocercospora_eumusae
Pseudocercospora_griseola
Pseudogymnoascus_destructans
Pseudogymnoascus_pannorum
Pseudopestalotiopsis_theae
Pseudopithomyces_chartarum
Psora_decipiens
Puccinia_graminis
Puccinia_recondita
Purpureocillium_lilacinum
Pyrenophora_tritici-repentis
Pyricularia_grisea
Pyricularia_oryzae
Rhizoplaca_chrysoleuca
Rhizoplaca_melanophthalma
Rhizopogon_roseolus
Rhizopogon_salebrosus
Rhodotorula_diobovata
Rhodotorula_glutinis
Rhodotorula_mucilaginosa
Saccharomyces_cerevisiae
Saccharomyces_paradoxus
Saitozyma_podzolica
Sawadaea_bicornis
Scedosporium_boydii
Schizophyllum_commune
Sclerotinia_sclerotiorum
Setophoma_terrestris
Sidera_vulgaris
Solicoccozyma_aeria
Solicoccozyma_terrea
Sphaeropsis_sapinea
Sporobolomyces_roseus
Sporothrix_globosa
Sporothrix_schenckii
Stachybotrys_chartarum
Stagonosporopsis_cucurbitacearum
Stemphylium_lycopersici
Stemphylium_vesicarium
Stereum_hirsutum
Stereum_sanguinolentum
Suillus_bovinus
Suillus_luteus
Sydowia_polyspora
Talaromyces_amestolkiae
Talaromyces_flavus
Talaromyces_funiculosus
Talaromyces_marneffei
Talaromyces_pinophilus
Talaromyces_purpureogenus
Talaromyces_verruculosus
Tausonia_pullulans
Tephromela_atra
Thanatephorus_cucumeris
Thelephora_terrestris
Thermomyces_lanuginosus
Tilletia_indica
Trametes_elegans
Trametes_hirsuta
Trametes_sanguinea
Trametes_versicolor
Trichoderma_afroharzianum
Trichoderma_asperellum
Trichoderma_atroviride
Trichoderma_aureoviride
Trichoderma_brevicompactum
Trichoderma_citrinoviride
Trichoderma_gamsii
Trichoderma_hamatum
Trichoderma_harzianum
Trichoderma_koningii
Trichoderma_koningiopsis
Trichoderma_lixii
Trichoderma_longibrachiatum
Trichoderma_paraviridescens
Trichoderma_polysporum
Trichoderma_reesei
Trichoderma_spirale
Trichoderma_tomentosum
Trichoderma_virens
Trichoderma_viride
Tricholoma_matsutake
Tricholoma_terreum
Trichophyton_benhamiae
Trichophyton_mentagrophytes
Trichophyton_rubrum
Trichophyton_tonsurans
Trichophyton_verrucosum
Trichophyton_violaceum
Trichosporon_asahii
Tuber_aestivum
Tuber_indicum
Tuber_rufum
Tulasnella_calospora
Usnea_aurantiacoatra
Ustilaginoidea_virens
Valsa_sordida
Venturia_inaequalis
Verticillium_dahliae
Vishniacozyma_carnescens
Vishniacozyma_victoriae
Waitea_circinata
Wickerhamomyces_anomalus
Xanthoria_parietina
Xylaria_cubensis
Xylaria_hypoxylon
Yarrowia_lipolytica
Zygosaccharomyces_rouxii
